Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,Amazing Blender! I did do a lot of research ...,27-Jan-18,Yes,"Amazing Blender!.I did do a lot of research on this product and vitamix product.  I saw YouTube User Videos and I also checked to see if some of these people giving reviews had a vested interest in selling one brand over the other.  Because you have to find their bias...Now people on YouTube that sold both the Blendtec and Vitamix compared them in much fairer way and had both products side by side doing the same tasks...Other YouTube people were very biased because they would do things with the product they didn't sell that was unfair...I have only owned this product a week and it was packed in a brown box that is boxed by blendtec itself probably because if they shipped it via FedEx people would see the retail box and steal it.  In the store they have retail box...I checked the manufacture date on mine and it was 11/17 , and it looked brand new...They have made changes in the jar with more silicon-metal fortified bottom, I saw the old method with large rubber gaskets that some people complained about...Also, this product comes with FULL 8 year warranty that covers everything, Jar and Base, and Blendtec pays shipping both ways if something goes wrong...Both Vitamix and Blendtec have reviewers that say ""vitamix sucks"" or ""blendtec sucks"" , so it's a wash...Both are good machines with American Companies that have very good warranties...If you get a lemon , which happens with all products, return it or call the company and report back how they treat you...I bought it for 179 dollars within the last month, and I see new Vitamix 5200 going for 395 dollars.  Even this blendtec the last couple of weeks was up to 395 too...So far I haven't needed to use tamper or twister jar, but if I need it I can pick one up.  In the YouTube Videos I saw that compared doing same task, the vitamix needed the tamper and the blendtec didn't.  But there might be times when it could be useful, and alternate Jar company makes just a ""tamper-lid"" for 20 dollars that fits the blendtec jar that is included with this product.  I don't think I need it , but if I do that is one of my options...Like with any product, I read the manual and am using the product as directed.  And it works great for me.  If I run into a problem I will add to my post...I",2
5,Can never complain about my BlendTec! if you want ...,19-Apr-18,Yes,"Can never complain about my BlendTec! if you want to feel rich, just buy this and make food and smoothies with it. Grinds everything to a pulp, and can heat them... I mean I dont have much to say other than i use it at least once a day... And i dont mind that it doesnt hav a tamper, less to clean and you can always pulse extra stuff in later. Superb!",0
5,"Just get one, you wont regret it!",20-Jul-18,Yes,Best blender in the entire world. Killer warranty.,1
3,Three Stars,19-Jun-18,Yes,Often incomplete mixing,1
5,love it love it love it!,30-Dec-09,Yes,"This thing is great! I previously had a typical kitchen blender, but had the privilege of using a friend's Vita-mix for a few weeks...I thought it would be exactly the same, but it isn't...in a good way. There is a slight learning curve, but not much. The good differences are: ease of cleaning, for sure! Size! Also, it has pre-programmed cycles, AS WELL AS a pulse up and pulse down button so that one can manually blend. The only thing I have not figured out is why it tells me digitally how many cycles it has run? Anyone know offhand?.I highly recommend this! Loving the fresh veggie smoothies that are SOOOO SMOOTH.",5
5,Love and STILL use this product every week,7-Feb-18,Yes,"Love and STILL use this product every week. Not a big smoothie person but I still find ways to use this every week or so, whether it's soup or sauce or just need a quick guac fixer.",0
5,Well worth the money.,3-Sep-18,Yes,"Amazing what a quality blender can do, versus your under $100 blenders. Spend the money, wait for the sale, you will never look back.",0
5,Big motor = big yummie smoothies,26-Jul-11,Yes,"We make a lot of smoothies at our house.  Our Kitchenaid couldn't handle the frozen fruit and after a while plastic pieces in the mechanism broke.  After reading other reviews we splurged on this Blendtec.  Love it!!!!  The smoothie setting is perfect, and the countdown timer helps the kids to stay patient.  Much easier to clean, too.  The light plastic pitcher is a lot nicer to work with than my old heavy glass one.  It is expensive, but it's worth it!..Update - January 2014 - 455 smoothies and she's still going strong!",3
5,Great Blender,18-Apr-18,Yes,"Of course this replaced a VERY old Kitchen Aide cheap blender, but it is amazing and so easy to use. The programmed settings work brilliantly.",0
5,Definitely Recommended!,6-Nov-17,Yes,"My wife's sister has had one of these for over a year and spoken very highly of it. Since we only had a hand me down of our own, we decided it was time to make the switch too and we've been more than happy. We like it a lot.",1
5,"I highly recommend this blender, save money - buy from warehouse",24-Oct-12,Yes,"My 12 year old vitamix was finally dying out on me so I've been looking at this particular blender for a while..I've seen the ""Will it blend"" videos on YouTube and was amazed at the power of the machine.. I noticed the price on amazon was $400 and higher, then I looked at the Amazon warehouse deals and found one like new for $270...it got delivered in 2days thanks to my Amazon prime membership. the blender was in excellent condition, it's like the box was never even opened and I saved myself $130. Great deal. oh and by the way, it's better than my old one. :)",0
5,I like it,21-Aug-18,Yes,It's a little on the noisy side that I really like the ease-of-use and the smooth blending. Lots of power I still need to make ice cream,0
5,Works perfectly.,24-Jul-17,Yes,Perfect. So far no issues since bought during thanksgiving special sale on Amazon.,1
5,love it,8-Oct-18,Yes,"I use it to make fruit slush, milk slush, iced blended coffee, Chinese dessert--sesame paste, soybean milk and much more.  Love it!!",0
4,great blender! definitely recommend!!!!!,26-Apr-18,Yes,such a good deal!!!! thank you Treasure truck! a little noisy but overall a great blender so many options and it really does blend well! 4/5 only because of the noise.,0
